customer_id,full_name,email,city,segment,signup_date
457,Customer 457,c457@example.com,Bangalore,regular,2023-01-10
458,Customer 458,c458@example.com,Hyderabad,premium,2024-01-06
459,Customer 459,c459@example.com,Delhi,regular,2024-07-05
460,Customer 460,c460@example.com,Chennai,regular,2025-02-13
461,Customer 461,c461@example.com,Kolkata,regular,2025-02-15
462,Customer 462,c462@example.com,Hyderabad,regular,2025-05-26
463,Customer 463,c463@example.com,Kolkata,regular,2023-05-05
464,Customer 464,c464@example.com,Mumbai,regular,2023-04-19
465,Customer 465,c465@example.com,Mumbai,premium,2023-01-28
466,Customer 466,c466@example.com,Delhi,regular,2023-02-10
467,Customer 467,c467@example.com,Delhi,regular,2023-10-25
468,Customer 468,c468@example.com,Mumbai,regular,2023-09-22
469,Customer 469,c469@example.com,Mumbai,regular,2024-06-17
470,Customer 470,c470@example.com,Mumbai,regular,2023-01-24
471,Customer 471,c471@example.com,Kolkata,premium,2024-05-05
472,Customer 472,c472@example.com,Delhi,premium,2025-06-07
473,Customer 473,c473@example.com,Pune,vip,2025-01-21
474,Customer 474,c474@example.com,Bangalore,premium,2023-08-31
475,Customer 475,c475@example.com,Chennai,regular,2024-09-04
476,Customer 476,c476@example.com,Chennai,regular,2023-05-21
477,Customer 477,c477@example.com,Delhi,regular,2024-11-25
478,Customer 478,c478@example.com,Bangalore,regular,2024-06-11
479,Customer 479,c479@example.com,Mumbai,regular,2023-10-21
480,Customer 480,c480@example.com,Delhi,regular,2025-05-09
481,Customer 481,c481@example.com,Delhi,premium,2023-11-16
482,Customer 482,c482@example.com,Delhi,premium,2025-02-24
483,Customer 483,c483@example.com,Delhi,regular,2024-11-05
484,Customer 484,c484@example.com,Bangalore,regular,2025-02-26
485,Customer 485,c485@example.com,Delhi,regular,2023-03-15
486,Customer 486,c486@example.com,Delhi,premium,2023-06-27
487,Customer 487,c487@example.com,Hyderabad,regular,2024-12-27
488,Customer 488,c488@example.com,Mumbai,regular,2023-08-30
489,Customer 489,c489@example.com,Mumbai,regular,2024-10-18
490,Customer 490,c490@example.com,Mumbai,regular,2023-03-21
491,Customer 491,c491@example.com,Hyderabad,regular,2024-06-25
492,Customer 492,c492@example.com,Pune,regular,2024-09-20
493,Customer 493,c493@example.com,Chennai,premium,2023-08-09
494,Customer 494,c494@example.com,Kolkata,regular,2023-11-17
495,Customer 495,c495@example.com,Mumbai,regular,2024-07-17
496,Customer 496,c496@example.com,Kolkata,regular,2024-08-19
497,Customer 497,c497@example.com,Delhi,premium,2024-04-13
498,Customer 498,c498@example.com,Bangalore,regular,2023-01-30
499,Customer 499,c499@example.com,Pune,regular,2023-12-20
500,Customer 500,c500@example.com,Chennai,premium,2024-10-29
501,Customer 501,c501@example.com,Delhi,premium,2023-09-06
502,Customer 502,c502@example.com,Bangalore,regular,2023-04-26
503,Customer 503,c503@example.com,Mumbai,premium,2024-05-09
504,Customer 504,c504@example.com,Delhi,regular,2025-06-07
505,Customer 505,c505@example.com,Kolkata,regular,2025-03-09
506,Customer 506,c506@example.com,Hyderabad,regular,2023-08-30
507,Customer 507,c507@example.com,Bangalore,regular,2023-08-01
508,Customer 508,c508@example.com,Chennai,regular,2024-03-15
509,Customer 509,c509@example.com,Hyderabad,premium,2024-05-23
510,Customer 510,c510@example.com,Delhi,regular,2025-01-09
511,Customer 511,c511@example.com,Kolkata,regular,2023-05-14
512,Customer 512,c512@example.com,Bangalore,regular,2024-07-22
513,Customer 513,c513@example.com,Mumbai,premium,2023-02-11
514,Customer 514,c514@example.com,Bangalore,regular,2023-03-14
515,Customer 515,c515@example.com,Bangalore,regular,2023-02-28
516,Customer 516,c516@example.com,Pune,regular,2025-04-13
517,Customer 517,c517@example.com,Pune,regular,2025-05-16
518,Customer 518,c518@example.com,Mumbai,premium,2024-10-23
519,Customer 519,c519@example.com,Pune,regular,2024-01-30
520,Customer 520,c520@example.com,Kolkata,regular,2024-11-09
521,Customer 521,c521@example.com,Pune,premium,2024-06-19
522,Customer 522,c522@example.com,Kolkata,premium,2024-04-05
523,Customer 523,c523@example.com,Bangalore,premium,2023-10-03
524,Customer 524,c524@example.com,Chennai,regular,2023-05-28
525,Customer 525,c525@example.com,Mumbai,regular,2023-01-31
526,Customer 526,c526@example.com,Hyderabad,regular,2024-08-12
527,Customer 527,c527@example.com,Bangalore,regular,2025-04-01
528,Customer 528,c528@example.com,Hyderabad,regular,2023-10-07
529,Customer 529,c529@example.com,Delhi,regular,2023-02-22
530,Customer 530,c530@example.com,Pune,regular,2025-01-19
531,Customer 531,c531@example.com,Hyderabad,regular,2023-07-05
532,Customer 532,c532@example.com,Pune,vip,2023-10-23
533,Customer 533,c533@example.com,Pune,regular,2024-03-18
534,Customer 534,c534@example.com,Kolkata,regular,2024-08-26
535,Customer 535,c535@example.com,Mumbai,premium,2024-07-21
536,Customer 536,c536@example.com,Mumbai,regular,2024-05-02
537,Customer 537,c537@example.com,Bangalore,premium,2024-01-12
538,Customer 538,c538@example.com,Kolkata,regular,2023-05-19
539,Customer 539,c539@example.com,Pune,premium,2025-06-01
540,Customer 540,c540@example.com,Delhi,regular,2024-09-06
541,Customer 541,c541@example.com,Mumbai,vip,2023-04-19
542,Customer 542,c542@example.com,Bangalore,regular,2025-05-22
543,Customer 543,c543@example.com,Bangalore,regular,2025-03-30
544,Customer 544,c544@example.com,Bangalore,regular,2023-02-23
545,Customer 545,c545@example.com,Pune,vip,2024-03-28
546,Customer 546,c546@example.com,Delhi,regular,2024-06-12
547,Customer 547,c547@example.com,Hyderabad,regular,2023-12-27
548,Customer 548,c548@example.com,Delhi,regular,2024-08-05
549,Customer 549,c549@example.com,Mumbai,regular,2023-10-21
550,Customer 550,c550@example.com,Delhi,premium,2025-01-24
551,Customer 551,c551@example.com,Kolkata,premium,2023-06-22
552,Customer 552,c552@example.com,Mumbai,regular,2023-10-14
553,Customer 553,c553@example.com,Delhi,regular,2024-05-28
554,Customer 554,c554@example.com,Kolkata,regular,2025-01-16
555,Customer 555,c555@example.com,Delhi,regular,2023-08-29
556,Customer 556,c556@example.com,Hyderabad,regular,2024-10-28
557,Customer 557,c557@example.com,Mumbai,regular,2023-02-13
558,Customer 558,c558@example.com,Hyderabad,premium,2023-06-21
559,Customer 559,c559@example.com,Delhi,regular,2025-03-19
560,Customer 560,c560@example.com,Mumbai,premium,2024-11-02
561,Customer 561,c561@example.com,Chennai,regular,2023-03-20
562,Customer 562,c562@example.com,Kolkata,regular,2024-02-08
563,Customer 563,c563@example.com,Kolkata,regular,2023-01-31
564,Customer 564,c564@example.com,Chennai,regular,2023-07-03
565,Customer 565,c565@example.com,Hyderabad,vip,2023-01-02
566,Customer 566,c566@example.com,Kolkata,regular,2023-08-07
567,Customer 567,c567@example.com,Bangalore,regular,2023-03-19
568,Customer 568,c568@example.com,Mumbai,regular,2023-10-29
569,Customer 569,c569@example.com,Hyderabad,regular,2025-05-05
570,Customer 570,c570@example.com,Delhi,premium,2024-10-27
571,Customer 571,c571@example.com,Delhi,regular,2024-09-07
572,Customer 572,c572@example.com,Bangalore,premium,2023-05-18
573,Customer 573,c573@example.com,Mumbai,regular,2024-06-29
574,Customer 574,c574@example.com,Mumbai,premium,2024-08-01
575,Customer 575,c575@example.com,Delhi,regular,2023-09-01
576,Customer 576,c576@example.com,Bangalore,regular,2025-01-04
577,Customer 577,c577@example.com,Chennai,premium,2024-09-26
578,Customer 578,c578@example.com,Kolkata,regular,2024-04-11
579,Customer 579,c579@example.com,Chennai,regular,2025-03-12
580,Customer 580,c580@example.com,Kolkata,premium,2025-03-28
581,Customer 581,c581@example.com,Pune,regular,2023-03-20
582,Customer 582,c582@example.com,Chennai,regular,2024-10-09
583,Customer 583,c583@example.com,Bangalore,regular,2025-02-02
584,Customer 584,c584@example.com,Mumbai,premium,2024-04-09
585,Customer 585,c585@example.com,Mumbai,premium,2023-12-19
586,Customer 586,c586@example.com,Chennai,regular,2025-05-19
587,Customer 587,c587@example.com,Mumbai,premium,2023-01-30
588,Customer 588,c588@example.com,Chennai,regular,2024-05-10
589,Customer 589,c589@example.com,Bangalore,regular,2023-10-21
590,Customer 590,c590@example.com,Mumbai,regular,2023-05-14
591,Customer 591,c591@example.com,Bangalore,premium,2024-10-01
592,Customer 592,c592@example.com,Bangalore,regular,2023-07-12
593,Customer 593,c593@example.com,Mumbai,premium,2024-06-19
594,Customer 594,c594@example.com,Delhi,premium,2025-01-11
595,Customer 595,c595@example.com,Delhi,regular,2024-05-22
596,Customer 596,c596@example.com,Delhi,premium,2025-02-08
597,Customer 597,c597@example.com,Pune,premium,2023-01-27
598,Customer 598,c598@example.com,Mumbai,regular,2023-12-21
599,Customer 599,c599@example.com,Bangalore,regular,2024-09-01
600,Customer 600,c600@example.com,Pune,premium,2023-11-21
601,Customer 601,c601@example.com,Kolkata,premium,2024-09-17
602,Customer 602,c602@example.com,Mumbai,premium,2023-07-05
603,Customer 603,c603@example.com,Mumbai,regular,2024-05-18
604,Customer 604,c604@example.com,Mumbai,regular,2025-02-01
605,Customer 605,c605@example.com,Delhi,premium,2023-08-07
606,Customer 606,c606@example.com,Mumbai,regular,2025-06-07
607,Customer 607,c607@example.com,Mumbai,regular,2024-08-06
608,Customer 608,c608@example.com,Mumbai,regular,2025-04-25
609,Customer 609,c609@example.com,Delhi,regular,2024-08-29
610,Customer 610,c610@example.com,Bangalore,regular,2024-02-03
611,Customer 611,c611@example.com,Pune,regular,2024-12-21
612,Customer 612,c612@example.com,Delhi,regular,2025-03-14
613,Customer 613,c613@example.com,Mumbai,premium,2023-04-15
614,Customer 614,c614@example.com,Mumbai,vip,2023-07-02
615,Customer 615,c615@example.com,Delhi,regular,2024-06-22
616,Customer 616,c616@example.com,Mumbai,regular,2023-03-05
617,Customer 617,c617@example.com,Bangalore,regular,2025-03-15
618,Customer 618,c618@example.com,Hyderabad,regular,2024-05-19
619,Customer 619,c619@example.com,Pune,regular,2024-06-07
620,Customer 620,c620@example.com,Mumbai,premium,2023-11-06
621,Customer 621,c621@example.com,Mumbai,regular,2025-05-25
622,Customer 622,c622@example.com,Mumbai,vip,2024-03-08
623,Customer 623,c623@example.com,Bangalore,regular,2023-02-20
624,Customer 624,c624@example.com,Delhi,regular,2023-03-07
625,Customer 625,c625@example.com,Pune,regular,2023-06-19
626,Customer 626,c626@example.com,Mumbai,regular,2023-06-06
627,Customer 627,c627@example.com,Delhi,regular,2025-01-25
628,Customer 628,c628@example.com,Pune,regular,2024-03-15
629,Customer 629,c629@example.com,Bangalore,regular,2023-11-25
630,Customer 630,c630@example.com,Bangalore,premium,2024-03-31
631,Customer 631,c631@example.com,Hyderabad,regular,2023-01-15
632,Customer 632,c632@example.com,Mumbai,regular,2024-10-05
633,Customer 633,c633@example.com,Mumbai,premium,2025-04-18
634,Customer 634,c634@example.com,Bangalore,regular,2024-10-26
635,Customer 635,c635@example.com,Bangalore,regular,2024-06-03
636,Customer 636,c636@example.com,Kolkata,premium,2023-12-13
637,Customer 637,c637@example.com,Kolkata,regular,2023-07-07
638,Customer 638,c638@example.com,Bangalore,premium,2024-02-11
639,Customer 639,c639@example.com,Chennai,regular,2025-05-13
640,Customer 640,c640@example.com,Pune,regular,2023-09-11
641,Customer 641,c641@example.com,Mumbai,regular,2023-03-11
642,Customer 642,c642@example.com,Pune,regular,2023-05-21
643,Customer 643,c643@example.com,Delhi,regular,2025-02-14
644,Customer 644,c644@example.com,Delhi,vip,2023-12-28
645,Customer 645,c645@example.com,Mumbai,regular,2025-05-05
646,Customer 646,c646@example.com,Mumbai,regular,2024-06-07
647,Customer 647,c647@example.com,Hyderabad,premium,2024-07-02
648,Customer 648,c648@example.com,Pune,premium,2025-06-17
649,Customer 649,c649@example.com,Chennai,regular,2025-03-11
650,Customer 650,c650@example.com,Delhi,regular,2024-10-27
651,Customer 651,c651@example.com,Delhi,regular,2023-01-26
652,Customer 652,c652@example.com,Mumbai,premium,2024-12-31
653,Customer 653,c653@example.com,Pune,regular,2025-06-17
654,Customer 654,c654@example.com,Hyderabad,regular,2025-01-12
655,Customer 655,c655@example.com,Chennai,regular,2023-10-21
656,Customer 656,c656@example.com,Kolkata,regular,2025-04-19
657,Customer 657,c657@example.com,Delhi,regular,2024-12-28
658,Customer 658,c658@example.com,Pune,regular,2025-04-06
659,Customer 659,c659@example.com,Mumbai,premium,2023-09-18
660,Customer 660,c660@example.com,Bangalore,regular,2023-06-09
661,Customer 661,c661@example.com,Mumbai,regular,2023-06-13
662,Customer 662,c662@example.com,Bangalore,regular,2023-10-14
663,Customer 663,c663@example.com,Bangalore,regular,2024-08-10
664,Customer 664,c664@example.com,Delhi,regular,2023-08-28
665,Customer 665,c665@example.com,Delhi,regular,2023-08-02
666,Customer 666,c666@example.com,Pune,premium,2024-12-23
667,Customer 667,c667@example.com,Bangalore,regular,2024-09-14
668,Customer 668,c668@example.com,Delhi,regular,2024-03-14
669,Customer 669,c669@example.com,Mumbai,premium,2025-05-28
670,Customer 670,c670@example.com,Delhi,regular,2025-04-30
671,Customer 671,c671@example.com,Hyderabad,regular,2025-02-25
672,Customer 672,c672@example.com,Kolkata,regular,2024-05-30
673,Customer 673,c673@example.com,Delhi,regular,2023-02-18
674,Customer 674,c674@example.com,Hyderabad,regular,2023-01-26
675,Customer 675,c675@example.com,Hyderabad,regular,2024-08-14
676,Customer 676,c676@example.com,Mumbai,regular,2023-08-07
677,Customer 677,c677@example.com,Delhi,regular,2024-02-27
678,Customer 678,c678@example.com,Pune,premium,2023-12-29
679,Customer 679,c679@example.com,Delhi,regular,2023-06-06
680,Customer 680,c680@example.com,Kolkata,regular,2023-05-01
681,Customer 681,c681@example.com,Delhi,regular,2025-05-28
682,Customer 682,c682@example.com,Chennai,regular,2024-05-20
683,Customer 683,c683@example.com,Pune,regular,2025-04-12
684,Customer 684,c684@example.com,Mumbai,regular,2023-02-12
685,Customer 685,c685@example.com,Hyderabad,regular,2024-02-15
686,Customer 686,c686@example.com,Delhi,premium,2023-08-08
687,Customer 687,c687@example.com,Mumbai,regular,2023-08-19
688,Customer 688,c688@example.com,Mumbai,regular,2023-01-11
689,Customer 689,c689@example.com,Bangalore,regular,2023-02-13
690,Customer 690,c690@example.com,Pune,premium,2023-04-18
691,Customer 691,c691@example.com,Delhi,regular,2025-04-03
692,Customer 692,c692@example.com,Hyderabad,regular,2024-09-27
693,Customer 693,c693@example.com,Delhi,premium,2023-09-29
694,Customer 694,c694@example.com,Hyderabad,regular,2024-03-28
695,Customer 695,c695@example.com,Mumbai,premium,2025-04-12
696,Customer 696,c696@example.com,Delhi,regular,2025-05-12
697,Customer 697,c697@example.com,Mumbai,regular,2024-07-01
698,Customer 698,c698@example.com,Bangalore,regular,2023-04-29
699,Customer 699,c699@example.com,Delhi,regular,2023-03-12
700,Customer 700,c700@example.com,Delhi,regular,2023-06-21
701,Customer 701,c701@example.com,Hyderabad,regular,2025-05-03
702,Customer 702,c702@example.com,Bangalore,premium,2023-02-24
703,Customer 703,c703@example.com,Pune,premium,2023-04-08
704,Customer 704,c704@example.com,Delhi,regular,2023-06-29
705,Customer 705,c705@example.com,Chennai,premium,2023-06-20
706,Customer 706,c706@example.com,Bangalore,premium,2023-09-23
707,Customer 707,c707@example.com,Chennai,regular,2023-08-17
708,Customer 708,c708@example.com,Hyderabad,regular,2024-01-22
709,Customer 709,c709@example.com,Pune,regular,2024-08-06
710,Customer 710,c710@example.com,Bangalore,regular,2023-08-13
711,Customer 711,c711@example.com,Delhi,premium,2024-07-27
712,Customer 712,c712@example.com,Hyderabad,regular,2023-06-02
713,Customer 713,c713@example.com,Chennai,regular,2023-01-21
714,Customer 714,c714@example.com,Chennai,regular,2023-12-09
715,Customer 715,c715@example.com,Delhi,regular,2025-05-08
716,Customer 716,c716@example.com,Bangalore,regular,2023-02-15
717,Customer 717,c717@example.com,Hyderabad,regular,2023-08-16
718,Customer 718,c718@example.com,Delhi,premium,2025-01-11
719,Customer 719,c719@example.com,Chennai,premium,2024-10-03
720,Customer 720,c720@example.com,Bangalore,vip,2024-05-28
721,Customer 721,c721@example.com,Mumbai,regular,2024-03-04
722,Customer 722,c722@example.com,Delhi,vip,2024-04-03
723,Customer 723,c723@example.com,Mumbai,regular,2025-04-05
724,Customer 724,c724@example.com,Pune,regular,2024-02-24
725,Customer 725,c725@example.com,Chennai,premium,2023-10-24
726,Customer 726,c726@example.com,Mumbai,regular,2024-05-14
727,Customer 727,c727@example.com,Delhi,regular,2025-02-15
728,Customer 728,c728@example.com,Chennai,premium,2025-06-13
729,Customer 729,c729@example.com,Mumbai,premium,2023-12-14
730,Customer 730,c730@example.com,Bangalore,regular,2023-12-11
731,Customer 731,c731@example.com,Chennai,regular,2023-12-20
732,Customer 732,c732@example.com,Bangalore,regular,2024-05-26
733,Customer 733,c733@example.com,Mumbai,premium,2023-12-03
734,Customer 734,c734@example.com,Hyderabad,regular,2023-07-08
735,Customer 735,c735@example.com,Chennai,regular,2025-03-06
736,Customer 736,c736@example.com,Bangalore,premium,2023-12-22
737,Customer 737,c737@example.com,Delhi,regular,2023-03-08
738,Customer 738,c738@example.com,Bangalore,premium,2023-03-27
739,Customer 739,c739@example.com,Delhi,premium,2025-01-23
740,Customer 740,c740@example.com,Mumbai,regular,2025-02-17
741,Customer 741,c741@example.com,Mumbai,regular,2024-11-19
742,Customer 742,c742@example.com,Mumbai,regular,2024-09-04
743,Customer 743,c743@example.com,Mumbai,regular,2024-01-09
744,Customer 744,c744@example.com,Delhi,regular,2024-11-22
745,Customer 745,c745@example.com,Pune,regular,2024-11-04
746,Customer 746,c746@example.com,Bangalore,regular,2024-11-16
747,Customer 747,c747@example.com,Bangalore,regular,2023-12-17
748,Customer 748,c748@example.com,Hyderabad,regular,2023-05-01
749,Customer 749,c749@example.com,Mumbai,premium,2025-04-11
750,Customer 750,c750@example.com,Delhi,regular,2024-07-25
751,Customer 751,c751@example.com,Mumbai,regular,2023-07-04
752,Customer 752,c752@example.com,Delhi,vip,2023-05-13
753,Customer 753,c753@example.com,Mumbai,regular,2024-09-24
754,Customer 754,c754@example.com,Mumbai,regular,2024-07-10
755,Customer 755,c755@example.com,Mumbai,regular,2024-12-29
756,Customer 756,c756@example.com,Delhi,regular,2023-05-01
757,Customer 757,c757@example.com,Chennai,regular,2024-10-21
758,Customer 758,c758@example.com,Delhi,regular,2023-05-22
759,Customer 759,c759@example.com,Chennai,regular,2024-12-31
760,Customer 760,c760@example.com,Delhi,premium,2023-04-22
761,Customer 761,c761@example.com,Delhi,premium,2024-07-13
762,Customer 762,c762@example.com,Bangalore,regular,2024-04-28
763,Customer 763,c763@example.com,Mumbai,regular,2023-03-19
764,Customer 764,c764@example.com,Bangalore,premium,2023-04-17
765,Customer 765,c765@example.com,Bangalore,regular,2023-04-26
766,Customer 766,c766@example.com,Hyderabad,premium,2023-11-24
767,Customer 767,c767@example.com,Mumbai,regular,2025-03-13
768,Customer 768,c768@example.com,Chennai,regular,2024-01-18
769,Customer 769,c769@example.com,Bangalore,regular,2023-08-04
770,Customer 770,c770@example.com,Bangalore,premium,2025-06-07
771,Customer 771,c771@example.com,Mumbai,vip,2024-08-23
772,Customer 772,c772@example.com,Hyderabad,premium,2024-12-03
773,Customer 773,c773@example.com,Delhi,regular,2024-03-05
774,Customer 774,c774@example.com,Bangalore,regular,2024-06-10
775,Customer 775,c775@example.com,Bangalore,vip,2023-06-27
776,Customer 776,c776@example.com,Hyderabad,regular,2024-10-21
777,Customer 777,c777@example.com,Pune,premium,2024-08-07
778,Customer 778,c778@example.com,Kolkata,regular,2023-01-11
779,Customer 779,c779@example.com,Delhi,regular,2024-04-17
780,Customer 780,c780@example.com,Pune,regular,2023-11-28
781,Customer 781,c781@example.com,Bangalore,regular,2023-11-04
782,Customer 782,c782@example.com,Bangalore,regular,2023-09-16
783,Customer 783,c783@example.com,Pune,premium,2025-01-29
784,Customer 784,c784@example.com,Bangalore,regular,2024-08-18
785,Customer 785,c785@example.com,Delhi,regular,2023-02-12
786,Customer 786,c786@example.com,Pune,regular,2023-04-27
787,Customer 787,c787@example.com,Mumbai,regular,2024-09-18
788,Customer 788,c788@example.com,Bangalore,premium,2025-04-30
789,Customer 789,c789@example.com,Bangalore,regular,2024-09-02
790,Customer 790,c790@example.com,Mumbai,regular,2023-10-19
791,Customer 791,c791@example.com,Bangalore,regular,2024-08-04
792,Customer 792,c792@example.com,Pune,vip,2025-02-24
793,Customer 793,c793@example.com,Mumbai,regular,2023-12-23
794,Customer 794,c794@example.com,Delhi,regular,2025-02-03
795,Customer 795,c795@example.com,Mumbai,regular,2025-03-20
796,Customer 796,c796@example.com,Bangalore,regular,2024-02-24
797,Customer 797,c797@example.com,Mumbai,regular,2024-01-30
798,Customer 798,c798@example.com,Delhi,premium,2023-01-03
799,Customer 799,c799@example.com,Bangalore,regular,2025-06-13
800,Customer 800,c800@example.com,Bangalore,regular,2023-04-18
801,Customer 801,c801@example.com,Mumbai,regular,2023-11-26
802,Customer 802,c802@example.com,Kolkata,regular,2023-12-14
803,Customer 803,c803@example.com,Delhi,regular,2023-10-19
804,Customer 804,c804@example.com,Pune,premium,2024-10-26
805,Customer 805,c805@example.com,Delhi,regular,2023-06-09
806,Customer 806,c806@example.com,Bangalore,regular,2024-03-04
807,Customer 807,c807@example.com,Delhi,regular,2023-09-18
808,Customer 808,c808@example.com,Delhi,regular,2025-04-23
809,Customer 809,c809@example.com,Bangalore,regular,2024-04-24
810,Customer 810,c810@example.com,Bangalore,premium,2025-03-26
811,Customer 811,c811@example.com,Bangalore,vip,2025-05-25
812,Customer 812,c812@example.com,Pune,premium,2023-10-21
813,Customer 813,c813@example.com,Delhi,regular,2024-02-29
814,Customer 814,c814@example.com,Mumbai,regular,2025-06-09
815,Customer 815,c815@example.com,Delhi,regular,2024-06-01
816,Customer 816,c816@example.com,Delhi,premium,2024-04-20
817,Customer 817,c817@example.com,Pune,regular,2024-12-26
818,Customer 818,c818@example.com,Delhi,regular,2023-03-08
819,Customer 819,c819@example.com,Delhi,regular,2025-01-03
820,Customer 820,c820@example.com,Mumbai,regular,2023-02-02
821,Customer 821,c821@example.com,Bangalore,regular,2025-05-12
822,Customer 822,c822@example.com,Mumbai,regular,2023-11-28
823,Customer 823,c823@example.com,Bangalore,regular,2024-06-09
824,Customer 824,c824@example.com,Pune,regular,2024-01-09
825,Customer 825,c825@example.com,Pune,vip,2023-07-30
826,Customer 826,c826@example.com,Mumbai,premium,2023-06-12
827,Customer 827,c827@example.com,Delhi,vip,2024-07-05
828,Customer 828,c828@example.com,Kolkata,regular,2025-03-21
829,Customer 829,c829@example.com,Mumbai,regular,2024-04-25
830,Customer 830,c830@example.com,Pune,vip,2023-10-06
831,Customer 831,c831@example.com,Bangalore,regular,2024-02-24
832,Customer 832,c832@example.com,Pune,regular,2024-11-26
833,Customer 833,c833@example.com,Delhi,regular,2024-05-23
834,Customer 834,c834@example.com,Mumbai,regular,2023-07-15
835,Customer 835,c835@example.com,Bangalore,regular,2023-05-24
836,Customer 836,c836@example.com,Mumbai,regular,2024-01-26
837,Customer 837,c837@example.com,Hyderabad,regular,2023-02-28
838,Customer 838,c838@example.com,Chennai,premium,2023-12-11
839,Customer 839,c839@example.com,Delhi,regular,2024-03-17
840,Customer 840,c840@example.com,Bangalore,regular,2024-11-20
841,Customer 841,c841@example.com,Bangalore,regular,2023-03-18
842,Customer 842,c842@example.com,Kolkata,regular,2023-11-26
843,Customer 843,c843@example.com,Mumbai,regular,2024-05-06
844,Customer 844,c844@example.com,Delhi,premium,2023-07-20
845,Customer 845,c845@example.com,Delhi,premium,2024-09-01
846,Customer 846,c846@example.com,Chennai,premium,2025-01-23
847,Customer 847,c847@example.com,Chennai,premium,2024-04-09
848,Customer 848,c848@example.com,Bangalore,premium,2024-08-08
849,Customer 849,c849@example.com,Mumbai,vip,2024-08-07
850,Customer 850,c850@example.com,Pune,regular,2023-06-03
851,Customer 851,c851@example.com,Delhi,premium,2024-05-09
852,Customer 852,c852@example.com,Mumbai,premium,2023-08-03
853,Customer 853,c853@example.com,Pune,premium,2025-02-03
854,Customer 854,c854@example.com,Bangalore,premium,2023-03-31
855,Customer 855,c855@example.com,Delhi,regular,2024-12-18
856,Customer 856,c856@example.com,Delhi,regular,2025-01-19
857,Customer 857,c857@example.com,Bangalore,regular,2025-02-12
858,Customer 858,c858@example.com,Delhi,regular,2024-01-13
859,Customer 859,c859@example.com,Delhi,regular,2024-10-08
860,Customer 860,c860@example.com,Kolkata,regular,2025-01-17
861,Customer 861,c861@example.com,Bangalore,premium,2024-11-24
862,Customer 862,c862@example.com,Delhi,regular,2024-06-09
863,Customer 863,c863@example.com,Bangalore,premium,2025-06-17
864,Customer 864,c864@example.com,Hyderabad,regular,2024-12-15
865,Customer 865,c865@example.com,Hyderabad,regular,2024-12-25
866,Customer 866,c866@example.com,Pune,regular,2024-11-11
867,Customer 867,c867@example.com,Hyderabad,regular,2024-11-30
868,Customer 868,c868@example.com,Chennai,premium,2024-02-24
869,Customer 869,c869@example.com,Pune,premium,2023-02-08
870,Customer 870,c870@example.com,Bangalore,premium,2023-08-19
871,Customer 871,c871@example.com,Mumbai,regular,2023-10-03
872,Customer 872,c872@example.com,Chennai,premium,2023-12-18
873,Customer 873,c873@example.com,Pune,regular,2025-05-18
874,Customer 874,c874@example.com,Kolkata,regular,2024-04-23
875,Customer 875,c875@example.com,Delhi,regular,2024-01-02
876,Customer 876,c876@example.com,Hyderabad,regular,2025-06-16
877,Customer 877,c877@example.com,Mumbai,regular,2025-01-23
878,Customer 878,c878@example.com,Kolkata,regular,2023-09-15
879,Customer 879,c879@example.com,Kolkata,regular,2024-12-05
880,Customer 880,c880@example.com,Mumbai,premium,2024-10-24
881,Customer 881,c881@example.com,Delhi,regular,2024-11-05
882,Customer 882,c882@example.com,Kolkata,regular,2023-08-19
883,Customer 883,c883@example.com,Kolkata,regular,2024-12-08
884,Customer 884,c884@example.com,Pune,regular,2024-07-23
885,Customer 885,c885@example.com,Mumbai,regular,2023-08-09
886,Customer 886,c886@example.com,Mumbai,premium,2024-10-23
887,Customer 887,c887@example.com,Delhi,premium,2023-04-30
888,Customer 888,c888@example.com,Kolkata,premium,2023-01-01
889,Customer 889,c889@example.com,Chennai,premium,2023-11-07
890,Customer 890,c890@example.com,Bangalore,premium,2024-10-17
891,Customer 891,c891@example.com,Chennai,premium,2025-05-10
892,Customer 892,c892@example.com,Hyderabad,regular,2025-02-20
893,Customer 893,c893@example.com,Delhi,regular,2025-05-30
894,Customer 894,c894@example.com,Hyderabad,regular,2025-03-25
895,Customer 895,c895@example.com,Delhi,regular,2023-11-12
896,Customer 896,c896@example.com,Delhi,regular,2025-02-25
897,Customer 897,c897@example.com,Mumbai,regular,2023-04-19
898,Customer 898,c898@example.com,Mumbai,premium,2023-12-10
899,Customer 899,c899@example.com,Bangalore,regular,2024-01-28
900,Customer 900,c900@example.com,Mumbai,regular,2023-05-13
901,Customer 901,c901@example.com,Bangalore,regular,2023-03-06
902,Customer 902,c902@example.com,Mumbai,regular,2023-11-04
903,Customer 903,c903@example.com,Chennai,regular,2025-06-09
904,Customer 904,c904@example.com,Mumbai,premium,2025-03-03
905,Customer 905,c905@example.com,Mumbai,vip,2023-02-20
906,Customer 906,c906@example.com,Delhi,regular,2024-08-31
907,Customer 907,c907@example.com,Bangalore,premium,2025-03-16
908,Customer 908,c908@example.com,Chennai,regular,2024-03-30
909,Customer 909,c909@example.com,Chennai,premium,2025-05-15
910,Customer 910,c910@example.com,Chennai,premium,2023-01-06
911,Customer 911,c911@example.com,Pune,regular,2024-11-30
912,Customer 912,c912@example.com,Bangalore,regular,2023-03-06
913,Customer 913,c913@example.com,Delhi,regular,2025-03-30
